"","trial","stimulus","intensity","response","correct","condition","subject","axis","group"
"19669",29,1,1,0,0,"pre","18","pitch02hz","control"
"19670",30,0,-7,1,0,"pre","18","pitch02hz","control"
"19671",31,1,4,0,0,"pre","18","pitch02hz","control"
"19672",32,0,-1,1,0,"pre","18","pitch02hz","control"
"19673",33,0,-5,0,1,"pre","18","pitch02hz","control"
"19674",34,1,1,0,0,"pre","18","pitch02hz","control"
"19675",35,0,-6,1,0,"pre","18","pitch02hz","control"
"19676",36,0,-4,0,1,"pre","18","pitch02hz","control"
"19677",37,1,7,1,1,"pre","18","pitch02hz","control"
"19678",38,0,-2,0,1,"pre","18","pitch02hz","control"
"19679",39,0,-5,1,0,"pre","18","pitch02hz","control"
"19680",40,1,5,0,0,"pre","18","pitch02hz","control"
"19681",41,0,-3,0,1,"pre","18","pitch02hz","control"
"19682",42,1,6,1,1,"pre","18","pitch02hz","control"
"19683",43,0,-3,0,1,"pre","18","pitch02hz","control"
"19684",44,1,5,1,1,"pre","18","pitch02hz","control"
"19685",45,0,-4,1,0,"pre","18","pitch02hz","control"
"19686",46,0,-2,0,1,"pre","18","pitch02hz","control"
"19687",47,1,3,1,1,"pre","18","pitch02hz","control"
"19688",48,1,4,1,1,"pre","18","pitch02hz","control"
"19689",49,0,-2,1,0,"pre","18","pitch02hz","control"
"19690",50,1,6,0,0,"pre","18","pitch02hz","control"
"19691",51,0,-1,1,0,"pre","18","pitch02hz","control"
"19692",52,1,7,1,1,"pre","18","pitch02hz","control"
"19693",53,0,-2,0,1,"pre","18","pitch02hz","control"
"19694",54,1,5,1,1,"pre","18","pitch02hz","control"
"19695",55,0,-1,0,1,"pre","18","pitch02hz","control"
"19696",56,0,-3,1,0,"pre","18","pitch02hz","control"
"19697",57,1,6,1,1,"pre","18","pitch02hz","control"
"19698",58,1,1,0,0,"pre","18","pitch02hz","control"
"19699",59,0,-4,1,0,"pre","18","pitch02hz","control"
"19700",60,0,-1,1,0,"pre","18","pitch02hz","control"
"19701",61,1,6,1,1,"pre","18","pitch02hz","control"
"19702",62,0,-7,0,1,"pre","18","pitch02hz","control"
"19703",63,0,-6,0,1,"pre","18","pitch02hz","control"
"19704",64,0,-7,0,1,"pre","18","pitch02hz","control"
"19705",65,0,-7,1,0,"pre","18","pitch02hz","control"
"19706",66,1,1,0,0,"pre","18","pitch02hz","control"
"19707",67,1,3,0,0,"pre","18","pitch02hz","control"
"19708",68,0,-2,1,0,"pre","18","pitch02hz","control"
"19709",69,1,4,0,0,"pre","18","pitch02hz","control"
"19710",70,0,-5,0,1,"pre","18","pitch02hz","control"
"19711",71,0,-4,1,0,"pre","18","pitch02hz","control"
"19712",72,1,4,1,1,"pre","18","pitch02hz","control"
"19713",73,1,2,0,0,"pre","18","pitch02hz","control"
"19714",74,0,-6,0,1,"pre","18","pitch02hz","control"
"19715",75,0,-4,1,0,"pre","18","pitch02hz","control"
"19716",76,1,5,1,1,"pre","18","pitch02hz","control"
"19717",77,1,3,0,0,"pre","18","pitch02hz","control"
"19718",78,0,-3,1,0,"pre","18","pitch02hz","control"
"19719",79,1,3,1,1,"pre","18","pitch02hz","control"
"19720",80,1,6,0,0,"pre","18","pitch02hz","control"
"19721",81,1,7,1,1,"pre","18","pitch02hz","control"
"19722",82,0,-7,0,1,"pre","18","pitch02hz","control"
"19723",83,1,2,1,1,"pre","18","pitch02hz","control"
"19724",84,0,-6,0,1,"pre","18","pitch02hz","control"
"19725",85,1,2,1,1,"pre","18","pitch02hz","control"
"19726",86,1,3,0,0,"pre","18","pitch02hz","control"
"19727",87,1,1,1,1,"pre","18","pitch02hz","control"
"19728",88,1,4,0,0,"pre","18","pitch02hz","control"
"19729",89,0,-7,1,0,"pre","18","pitch02hz","control"
"19730",90,1,5,1,1,"pre","18","pitch02hz","control"
"19731",91,1,2,1,1,"pre","18","pitch02hz","control"
"19732",92,1,2,1,1,"pre","18","pitch02hz","control"
"19733",93,1,5,1,1,"pre","18","pitch02hz","control"
"19734",94,0,-5,0,1,"pre","18","pitch02hz","control"
"19735",95,0,-1,1,0,"pre","18","pitch02hz","control"
"19736",96,1,1,1,1,"pre","18","pitch02hz","control"
"19737",97,1,6,1,1,"pre","18","pitch02hz","control"
"19738",98,0,-2,0,1,"pre","18","pitch02hz","control"
"19739",99,0,-4,1,0,"pre","18","pitch02hz","control"
"19740",100,0,-7,1,0,"pre","18","pitch02hz","control"
"19741",101,1,7,1,1,"pre","18","pitch02hz","control"
"19742",102,1,1,0,0,"pre","18","pitch02hz","control"
"19743",103,0,-5,1,0,"pre","18","pitch02hz","control"
"19744",104,1,2,1,1,"pre","18","pitch02hz","control"
"19745",105,1,1,0,0,"pre","18","pitch02hz","control"
"19746",106,1,3,0,0,"pre","18","pitch02hz","control"
"19747",107,0,-1,1,0,"pre","18","pitch02hz","control"
"19748",108,1,5,1,1,"pre","18","pitch02hz","control"
"19749",109,0,-7,1,0,"pre","18","pitch02hz","control"
"19750",110,0,-5,0,1,"pre","18","pitch02hz","control"
"19751",111,1,6,1,1,"pre","18","pitch02hz","control"
"19752",112,1,7,1,1,"pre","18","pitch02hz","control"
"19753",113,0,-2,0,1,"pre","18","pitch02hz","control"
"19754",114,1,4,0,0,"pre","18","pitch02hz","control"
"19755",115,1,4,1,1,"pre","18","pitch02hz","control"
"19756",116,0,-2,0,1,"pre","18","pitch02hz","control"
"19757",117,0,-1,0,1,"pre","18","pitch02hz","control"
"19758",118,0,-6,0,1,"pre","18","pitch02hz","control"
"19759",119,1,5,1,1,"pre","18","pitch02hz","control"
"19760",120,0,-6,0,1,"pre","18","pitch02hz","control"
"19761",121,0,-6,0,1,"pre","18","pitch02hz","control"
"19762",122,1,3,1,1,"pre","18","pitch02hz","control"
"19763",123,1,3,0,0,"pre","18","pitch02hz","control"
"19764",124,1,2,1,1,"pre","18","pitch02hz","control"
"19765",125,0,-2,1,0,"pre","18","pitch02hz","control"
"19766",126,0,-1,1,0,"pre","18","pitch02hz","control"
"19767",127,0,-6,0,1,"pre","18","pitch02hz","control"
"19768",128,0,-3,1,0,"pre","18","pitch02hz","control"
"19769",129,1,6,1,1,"pre","18","pitch02hz","control"
"19770",130,1,7,1,1,"pre","18","pitch02hz","control"
"19771",131,0,-3,0,1,"pre","18","pitch02hz","control"
"19772",132,0,-3,0,1,"pre","18","pitch02hz","control"
"19773",133,1,4,1,1,"pre","18","pitch02hz","control"
"19774",134,0,-4,0,1,"pre","18","pitch02hz","control"
"19775",135,0,-7,0,1,"pre","18","pitch02hz","control"
"19776",136,0,-3,0,1,"pre","18","pitch02hz","control"
"19777",137,1,4,1,1,"pre","18","pitch02hz","control"
"19778",138,0,-6,0,1,"pre","18","pitch02hz","control"
"19779",139,0,-6,0,1,"pre","18","pitch02hz","control"
"19780",140,1,7,1,1,"pre","18","pitch02hz","control"
"19781",1,1,4,1,1,"pre","18","roll02hz","control"
"19782",2,1,1,0,0,"pre","18","roll02hz","control"
"19783",3,1,2,1,1,"pre","18","roll02hz","control"
"19784",4,1,1,0,0,"pre","18","roll02hz","control"
"19785",5,1,5,1,1,"pre","18","roll02hz","control"
"19786",6,0,-4,0,1,"pre","18","roll02hz","control"
"19787",7,1,1,1,1,"pre","18","roll02hz","control"
"19788",8,1,1,0,0,"pre","18","roll02hz","control"
"19789",9,0,-5,1,0,"pre","18","roll02hz","control"
"19790",10,0,-7,0,1,"pre","18","roll02hz","control"
"19791",11,0,-3,1,0,"pre","18","roll02hz","control"
"19792",12,0,-6,0,1,"pre","18","roll02hz","control"
"19793",13,1,7,1,1,"pre","18","roll02hz","control"
"19794",14,1,6,1,1,"pre","18","roll02hz","control"
"19795",15,0,-5,0,1,"pre","18","roll02hz","control"
"19796",16,1,3,1,1,"pre","18","roll02hz","control"
"19797",17,0,-3,0,1,"pre","18","roll02hz","control"
"19798",18,0,-1,1,0,"pre","18","roll02hz","control"
"19799",19,1,1,0,0,"pre","18","roll02hz","control"
"19800",20,0,-7,0,1,"pre","18","roll02hz","control"
"19801",21,0,-5,1,0,"pre","18","roll02hz","control"
"19802",22,0,-1,1,0,"pre","18","roll02hz","control"
"19803",23,0,-2,0,1,"pre","18","roll02hz","control"
"19804",24,1,4,1,1,"pre","18","roll02hz","control"
"19805",25,1,3,1,1,"pre","18","roll02hz","control"
"19806",26,1,5,1,1,"pre","18","roll02hz","control"
"19807",27,1,3,1,1,"pre","18","roll02hz","control"
"19808",28,0,-6,0,1,"pre","18","roll02hz","control"
"19809",29,1,4,1,1,"pre","18","roll02hz","control"
"19810",30,1,1,0,0,"pre","18","roll02hz","control"
"19811",31,0,-7,0,1,"pre","18","roll02hz","control"
"19812",32,0,-5,0,1,"pre","18","roll02hz","control"
"19813",33,0,-6,1,0,"pre","18","roll02hz","control"
"19814",34,1,6,1,1,"pre","18","roll02hz","control"
"19815",35,0,-6,0,1,"pre","18","roll02hz","control"
"19816",36,0,-3,1,0,"pre","18","roll02hz","control"
"19817",37,0,-1,0,1,"pre","18","roll02hz","control"
"19818",38,1,3,0,0,"pre","18","roll02hz","control"
"19819",39,0,-7,0,1,"pre","18","roll02hz","control"
"19820",40,0,-7,0,1,"pre","18","roll02hz","control"
"19821",41,1,4,1,1,"pre","18","roll02hz","control"
"19822",42,0,-2,0,1,"pre","18","roll02hz","control"
"19823",43,0,-6,0,1,"pre","18","roll02hz","control"
"19824",44,1,5,1,1,"pre","18","roll02hz","control"
"19825",45,0,-6,0,1,"pre","18","roll02hz","control"
"19826",46,1,3,1,1,"pre","18","roll02hz","control"
"19827",47,1,2,1,1,"pre","18","roll02hz","control"
"19828",48,1,1,1,1,"pre","18","roll02hz","control"
"19829",49,0,-4,0,1,"pre","18","roll02hz","control"
"19830",50,1,4,1,1,"pre","18","roll02hz","control"
"19831",51,0,-1,0,1,"pre","18","roll02hz","control"
"19832",52,0,-3,0,1,"pre","18","roll02hz","control"
"19833",53,1,5,1,1,"pre","18","roll02hz","control"
"19834",54,1,5,0,0,"pre","18","roll02hz","control"
"19835",55,1,2,1,1,"pre","18","roll02hz","control"
"19836",56,0,-3,0,1,"pre","18","roll02hz","control"
"19837",57,0,-4,1,0,"pre","18","roll02hz","control"
"19838",58,0,-2,0,1,"pre","18","roll02hz","control"
"19839",59,0,-2,1,0,"pre","18","roll02hz","control"
"19840",60,1,5,0,0,"pre","18","roll02hz","control"
"19841",61,0,-4,1,0,"pre","18","roll02hz","control"
"19842",62,1,6,0,0,"pre","18","roll02hz","control"
"19843",63,1,6,1,1,"pre","18","roll02hz","control"
"19844",64,1,2,0,0,"pre","18","roll02hz","control"
"19845",65,0,-7,0,1,"pre","18","roll02hz","control"
"19846",66,1,7,1,1,"pre","18","roll02hz","control"
"19847",67,0,-4,0,1,"pre","18","roll02hz","control"
"19848",68,0,-7,0,1,"pre","18","roll02hz","control"
"19849",69,0,-1,1,0,"pre","18","roll02hz","control"
"19850",70,1,6,1,1,"pre","18","roll02hz","control"
"19851",71,1,7,1,1,"pre","18","roll02hz","control"
"19852",72,1,2,0,0,"pre","18","roll02hz","control"
"19853",73,0,-5,0,1,"pre","18","roll02hz","control"
"19854",74,0,-3,1,0,"pre","18","roll02hz","control"
"19855",75,0,-6,0,1,"pre","18","roll02hz","control"
"19856",76,1,1,1,1,"pre","18","roll02hz","control"
"19857",77,0,-4,0,1,"pre","18","roll02hz","control"
"19858",78,0,-5,0,1,"pre","18","roll02hz","control"
"19859",79,1,4,1,1,"pre","18","roll02hz","control"
"19860",80,0,-3,0,1,"pre","18","roll02hz","control"
"19861",81,1,7,1,1,"pre","18","roll02hz","control"
"19862",82,0,-4,0,1,"pre","18","roll02hz","control"
"19863",83,1,6,1,1,"pre","18","roll02hz","control"
"19864",84,1,6,1,1,"pre","18","roll02hz","control"
"19865",85,1,3,1,1,"pre","18","roll02hz","control"
"19866",86,1,7,1,1,"pre","18","roll02hz","control"
"19867",87,0,-6,0,1,"pre","18","roll02hz","control"
"19868",88,1,6,1,1,"pre","18","roll02hz","control"
"19869",89,0,-6,0,1,"pre","18","roll02hz","control"
"19870",90,0,-5,0,1,"pre","18","roll02hz","control"
"19871",91,0,-4,1,0,"pre","18","roll02hz","control"
"19872",92,0,-3,0,1,"pre","18","roll02hz","control"
"19873",93,0,-5,0,1,"pre","18","roll02hz","control"
"19874",94,1,3,1,1,"pre","18","roll02hz","control"
"19875",95,1,2,1,1,"pre","18","roll02hz","control"
"19876",96,0,-5,0,1,"pre","18","roll02hz","control"
"19877",97,1,2,1,1,"pre","18","roll02hz","control"
"19878",98,0,-1,0,1,"pre","18","roll02hz","control"
"19879",99,0,-4,1,0,"pre","18","roll02hz","control"
"19880",100,1,7,1,1,"pre","18","roll02hz","control"
"19881",101,1,7,1,1,"pre","18","roll02hz","control"
"19882",102,1,5,0,0,"pre","18","roll02hz","control"
"19883",103,0,-3,0,1,"pre","18","roll02hz","control"
"19884",104,1,7,1,1,"pre","18","roll02hz","control"
"19885",105,0,-2,0,1,"pre","18","roll02hz","control"
"19886",106,1,4,1,1,"pre","18","roll02hz","control"
"19887",107,1,3,1,1,"pre","18","roll02hz","control"
"19888",108,1,1,0,0,"pre","18","roll02hz","control"
"19889",109,0,-1,1,0,"pre","18","roll02hz","control"
"19890",110,1,5,1,1,"pre","18","roll02hz","control"
"19891",111,0,-4,0,1,"pre","18","roll02hz","control"
"19892",112,0,-7,0,1,"pre","18","roll02hz","control"
"19893",113,1,6,1,1,"pre","18","roll02hz","control"
"19894",114,0,-2,0,1,"pre","18","roll02hz","control"
"19895",115,0,-5,0,1,"pre","18","roll02hz","control"
"19896",116,0,-2,1,0,"pre","18","roll02hz","control"
"19897",117,0,-7,0,1,"pre","18","roll02hz","control"
"19898",118,1,7,1,1,"pre","18","roll02hz","control"
"19899",119,1,2,0,0,"pre","18","roll02hz","control"
"19900",120,0,-2,1,0,"pre","18","roll02hz","control"
"19901",121,1,6,1,1,"pre","18","roll02hz","control"
"19902",122,0,-1,0,1,"pre","18","roll02hz","control"
"19903",123,1,2,1,1,"pre","18","roll02hz","control"
"19904",124,1,4,0,0,"pre","18","roll02hz","control"
"19905",125,0,-2,1,0,"pre","18","roll02hz","control"
"19906",126,0,-6,0,1,"pre","18","roll02hz","control"
"19907",127,0,-2,1,0,"pre","18","roll02hz","control"
"19908",128,1,4,1,1,"pre","18","roll02hz","control"
"19909",129,1,2,0,0,"pre","18","roll02hz","control"
"19910",130,1,4,1,1,"pre","18","roll02hz","control"
"19911",131,0,-1,0,1,"pre","18","roll02hz","control"
"19912",132,0,-1,1,0,"pre","18","roll02hz","control"
"19913",133,1,7,1,1,"pre","18","roll02hz","control"
"19914",134,0,-7,0,1,"pre","18","roll02hz","control"
"19915",135,1,3,1,1,"pre","18","roll02hz","control"
"19916",136,1,1,1,1,"pre","18","roll02hz","control"
"19917",137,1,5,1,1,"pre","18","roll02hz","control"
"19918",138,0,-3,0,1,"pre","18","roll02hz","control"
"19919",139,1,3,1,1,"pre","18","roll02hz","control"
"19920",140,1,5,1,1,"pre","18","roll02hz","control"
"19921",1,0,-5,1,0,"pre","18","roll1hz","control"
"19922",2,0,-2,1,0,"pre","18","roll1hz","control"
"19923",3,0,-5,0,1,"pre","18","roll1hz","control"
"19924",4,0,-3,0,1,"pre","18","roll1hz","control"
"19925",5,1,2,1,1,"pre","18","roll1hz","control"
"19926",6,1,6,1,1,"pre","18","roll1hz","control"
"19927",7,1,3,1,1,"pre","18","roll1hz","control"
"19928",8,1,2,0,0,"pre","18","roll1hz","control"
"19929",9,0,-2,1,0,"pre","18","roll1hz","control"
"19930",10,1,4,1,1,"pre","18","roll1hz","control"
"19931",11,1,7,1,1,"pre","18","roll1hz","control"
"19932",12,0,-1,0,1,"pre","18","roll1hz","control"
"19933",13,0,-6,1,0,"pre","18","roll1hz","control"
"19934",14,0,-3,0,1,"pre","18","roll1hz","control"
"19935",15,0,-5,0,1,"pre","18","roll1hz","control"
"19936",16,0,-2,1,0,"pre","18","roll1hz","control"
"19937",17,0,-2,0,1,"pre","18","roll1hz","control"
"19938",18,0,-7,0,1,"pre","18","roll1hz","control"
"19939",19,1,6,1,1,"pre","18","roll1hz","control"
"19940",20,1,4,1,1,"pre","18","roll1hz","control"
"19941",21,1,6,1,1,"pre","18","roll1hz","control"
"19942",22,1,7,1,1,"pre","18","roll1hz","control"
"19943",23,0,-7,0,1,"pre","18","roll1hz","control"
"19944",24,1,4,1,1,"pre","18","roll1hz","control"
"19945",25,1,7,1,1,"pre","18","roll1hz","control"
"19946",26,0,-7,0,1,"pre","18","roll1hz","control"
"19947",27,1,6,1,1,"pre","18","roll1hz","control"
"19948",28,1,1,0,0,"pre","18","roll1hz","control"
"19949",29,0,-7,0,1,"pre","18","roll1hz","control"
"19950",30,0,-2,1,0,"pre","18","roll1hz","control"
"19951",31,1,6,1,1,"pre","18","roll1hz","control"
"19952",32,1,1,1,1,"pre","18","roll1hz","control"
"19953",33,0,-6,0,1,"pre","18","roll1hz","control"
"19954",34,1,1,1,1,"pre","18","roll1hz","control"
"19955",35,0,-1,1,0,"pre","18","roll1hz","control"
"19956",36,0,-7,0,1,"pre","18","roll1hz","control"
"19957",37,0,-3,1,0,"pre","18","roll1hz","control"
"19958",38,0,-5,0,1,"pre","18","roll1hz","control"
"19959",39,0,-1,0,1,"pre","18","roll1hz","control"
"19960",40,0,-4,1,0,"pre","18","roll1hz","control"
"19961",41,1,1,0,0,"pre","18","roll1hz","control"
"19962",42,0,-2,1,0,"pre","18","roll1hz","control"
"19963",43,1,2,0,0,"pre","18","roll1hz","control"
"19964",44,1,2,0,0,"pre","18","roll1hz","control"
"19965",45,0,-7,0,1,"pre","18","roll1hz","control"
"19966",46,0,-6,0,1,"pre","18","roll1hz","control"
"19967",47,1,7,1,1,"pre","18","roll1hz","control"
"19968",48,0,-6,0,1,"pre","18","roll1hz","control"
"19969",49,1,1,1,1,"pre","18","roll1hz","control"
"19970",50,1,4,0,0,"pre","18","roll1hz","control"
"19971",51,0,-4,1,0,"pre","18","roll1hz","control"
"19972",52,0,-2,1,0,"pre","18","roll1hz","control"
"19973",53,0,-3,1,0,"pre","18","roll1hz","control"
"19974",54,1,7,1,1,"pre","18","roll1hz","control"
"19975",55,0,-7,0,1,"pre","18","roll1hz","control"
"19976",56,1,3,1,1,"pre","18","roll1hz","control"
"19977",57,1,6,1,1,"pre","18","roll1hz","control"
"19978",58,0,-3,0,1,"pre","18","roll1hz","control"
"19979",59,0,-6,0,1,"pre","18","roll1hz","control"
"19980",60,1,1,1,1,"pre","18","roll1hz","control"
"19981",61,1,1,0,0,"pre","18","roll1hz","control"
"19982",62,1,4,1,1,"pre","18","roll1hz","control"
"19983",63,1,5,1,1,"pre","18","roll1hz","control"
"19984",64,0,-5,1,0,"pre","18","roll1hz","control"
"19985",65,0,-3,1,0,"pre","18","roll1hz","control"
"19986",66,0,-7,0,1,"pre","18","roll1hz","control"
"19987",67,1,6,1,1,"pre","18","roll1hz","control"
"19988",68,0,-1,0,1,"pre","18","roll1hz","control"
"19989",69,0,-5,0,1,"pre","18","roll1hz","control"
"19990",70,1,2,1,1,"pre","18","roll1hz","control"
"19991",71,0,-4,0,1,"pre","18","roll1hz","control"
"19992",72,0,-2,1,0,"pre","18","roll1hz","control"
"19993",73,0,-7,0,1,"pre","18","roll1hz","control"
"19994",74,1,4,1,1,"pre","18","roll1hz","control"
"19995",75,1,5,0,0,"pre","18","roll1hz","control"
"19996",76,1,7,1,1,"pre","18","roll1hz","control"
"19997",77,0,-3,1,0,"pre","18","roll1hz","control"
"19998",78,1,4,1,1,"pre","18","roll1hz","control"
"19999",79,0,-6,0,1,"pre","18","roll1hz","control"
"20000",80,0,-1,1,0,"pre","18","roll1hz","control"
"20001",81,1,3,0,0,"pre","18","roll1hz","control"
"20002",82,0,-7,0,1,"pre","18","roll1hz","control"
"20003",83,1,6,1,1,"pre","18","roll1hz","control"
"20004",84,0,-3,0,1,"pre","18","roll1hz","control"
"20005",85,1,5,1,1,"pre","18","roll1hz","control"
"20006",86,1,4,1,1,"pre","18","roll1hz","control"
"20007",87,0,-1,0,1,"pre","18","roll1hz","control"
"20008",88,0,-5,1,0,"pre","18","roll1hz","control"
"20009",89,0,-4,1,0,"pre","18","roll1hz","control"
"20010",90,1,3,1,1,"pre","18","roll1hz","control"
"20011",91,1,3,1,1,"pre","18","roll1hz","control"
"20012",92,1,3,0,0,"pre","18","roll1hz","control"
"20013",93,0,-5,0,1,"pre","18","roll1hz","control"
"20014",94,1,6,1,1,"pre","18","roll1hz","control"
"20015",95,1,1,1,1,"pre","18","roll1hz","control"
"20016",96,0,-1,0,1,"pre","18","roll1hz","control"
"20017",97,0,-6,1,0,"pre","18","roll1hz","control"
"20018",98,0,-4,0,1,"pre","18","roll1hz","control"
"20019",99,1,5,1,1,"pre","18","roll1hz","control"
"20020",100,1,2,1,1,"pre","18","roll1hz","control"
"20021",101,1,2,0,0,"pre","18","roll1hz","control"
"20022",102,1,5,1,1,"pre","18","roll1hz","control"
"20023",103,0,-3,0,1,"pre","18","roll1hz","control"
"20024",104,0,-4,1,0,"pre","18","roll1hz","control"
"20025",105,1,7,1,1,"pre","18","roll1hz","control"
"20026",106,0,-1,0,1,"pre","18","roll1hz","control"
"20027",107,1,2,1,1,"pre","18","roll1hz","control"
"20028",108,0,-1,1,0,"pre","18","roll1hz","control"
"20029",109,0,-2,0,1,"pre","18","roll1hz","control"
"20030",110,0,-4,1,0,"pre","18","roll1hz","control"
"20031",111,1,3,0,0,"pre","18","roll1hz","control"
"20032",112,1,5,1,1,"pre","18","roll1hz","control"
"20033",113,1,2,0,0,"pre","18","roll1hz","control"
"20034",114,0,-5,0,1,"pre","18","roll1hz","control"
"20035",115,1,5,1,1,"pre","18","roll1hz","control"
"20036",116,1,7,1,1,"pre","18","roll1hz","control"
"20037",117,1,3,1,1,"pre","18","roll1hz","control"
"20038",118,1,4,1,1,"pre","18","roll1hz","control"
"20039",119,1,5,1,1,"pre","18","roll1hz","control"
"20040",120,0,-4,0,1,"pre","18","roll1hz","control"
"20041",121,0,-3,0,1,"pre","18","roll1hz","control"
"20042",122,1,6,1,1,"pre","18","roll1hz","control"
"20043",123,0,-6,0,1,"pre","18","roll1hz","control"
"20044",124,0,-4,0,1,"pre","18","roll1hz","control"
"20045",125,1,2,1,1,"pre","18","roll1hz","control"
"20046",126,0,-2,1,0,"pre","18","roll1hz","control"
"20047",127,0,-4,1,0,"pre","18","roll1hz","control"
"20048",128,1,1,0,0,"pre","18","roll1hz","control"
"20049",129,1,5,1,1,"pre","18","roll1hz","control"
"20050",130,0,-5,0,1,"pre","18","roll1hz","control"
"20051",131,0,-6,0,1,"pre","18","roll1hz","control"
"20052",132,0,-1,1,0,"pre","18","roll1hz","control"
"20053",133,1,1,0,0,"pre","18","roll1hz","control"
"20054",134,1,7,1,1,"pre","18","roll1hz","control"
"20055",135,0,-6,0,1,"pre","18","roll1hz","control"
"20056",136,1,3,1,1,"pre","18","roll1hz","control"
"20057",137,1,3,1,1,"pre","18","roll1hz","control"
"20058",138,1,5,1,1,"pre","18","roll1hz","control"
"20059",139,1,4,1,1,"pre","18","roll1hz","control"
"20060",140,1,7,1,1,"pre","18","roll1hz","control"
"20061",1,1,6,1,1,"pre","18","yaxis02hz","control"
"20062",2,0,-2,1,0,"pre","18","yaxis02hz","control"
"20063",3,0,-5,0,1,"pre","18","yaxis02hz","control"
"20064",4,0,-2,1,0,"pre","18","yaxis02hz","control"
"20065",5,1,6,1,1,"pre","18","yaxis02hz","control"
"20066",6,0,-7,0,1,"pre","18","yaxis02hz","control"
"20067",7,0,-3,1,0,"pre","18","yaxis02hz","control"
"20068",8,1,3,0,0,"pre","18","yaxis02hz","control"
"20069",9,0,-3,1,0,"pre","18","yaxis02hz","control"
"20070",10,0,-1,0,1,"pre","18","yaxis02hz","control"
"20071",11,0,-3,1,0,"pre","18","yaxis02hz","control"
"20072",12,1,5,0,0,"pre","18","yaxis02hz","control"
"20073",13,1,3,1,1,"pre","18","yaxis02hz","control"
"20074",14,1,5,1,1,"pre","18","yaxis02hz","control"
"20075",15,1,3,0,0,"pre","18","yaxis02hz","control"
"20076",16,1,1,1,1,"pre","18","yaxis02hz","control"
"20077",17,0,-3,0,1,"pre","18","yaxis02hz","control"
"20078",18,1,4,1,1,"pre","18","yaxis02hz","control"
"20079",19,1,2,0,0,"pre","18","yaxis02hz","control"
"20080",20,1,1,1,1,"pre","18","yaxis02hz","control"
"20081",21,1,5,0,0,"pre","18","yaxis02hz","control"
"20082",22,0,-5,1,0,"pre","18","yaxis02hz","control"
"20083",23,1,1,0,0,"pre","18","yaxis02hz","control"
"20084",24,1,1,0,0,"pre","18","yaxis02hz","control"
"20085",25,0,-1,1,0,"pre","18","yaxis02hz","control"
"20086",26,0,-4,0,1,"pre","18","yaxis02hz","control"
"20087",27,1,7,1,1,"pre","18","yaxis02hz","control"
"20088",28,0,-2,0,1,"pre","18","yaxis02hz","control"
"20089",29,1,5,1,1,"pre","18","yaxis02hz","control"
"20090",30,1,6,0,0,"pre","18","yaxis02hz","control"
"20091",31,1,7,0,0,"pre","18","yaxis02hz","control"
"20092",32,1,7,1,1,"pre","18","yaxis02hz","control"
"20093",33,0,-1,1,0,"pre","18","yaxis02hz","control"
"20094",34,0,-5,0,1,"pre","18","yaxis02hz","control"
"20095",35,0,-6,0,1,"pre","18","yaxis02hz","control"
"20096",36,0,-1,1,0,"pre","18","yaxis02hz","control"
"20097",37,1,7,0,0,"pre","18","yaxis02hz","control"
"20098",38,1,4,1,1,"pre","18","yaxis02hz","control"
"20099",39,0,-2,0,1,"pre","18","yaxis02hz","control"
"20100",40,1,4,1,1,"pre","18","yaxis02hz","control"
"20101",41,0,-4,0,1,"pre","18","yaxis02hz","control"
"20102",42,0,-7,1,0,"pre","18","yaxis02hz","control"
"20103",43,0,-3,0,1,"pre","18","yaxis02hz","control"
"20104",44,1,2,0,0,"pre","18","yaxis02hz","control"
"20105",45,0,-7,0,1,"pre","18","yaxis02hz","control"
"20106",46,0,-1,1,0,"pre","18","yaxis02hz","control"
"20107",47,0,-7,0,1,"pre","18","yaxis02hz","control"
"20108",48,1,3,1,1,"pre","18","yaxis02hz","control"
"20109",49,0,-2,0,1,"pre","18","yaxis02hz","control"
"20110",50,1,2,0,0,"pre","18","yaxis02hz","control"
"20111",51,1,3,1,1,"pre","18","yaxis02hz","control"
"20112",52,0,-6,0,1,"pre","18","yaxis02hz","control"
"20113",53,0,-6,1,0,"pre","18","yaxis02hz","control"
"20114",54,0,-7,0,1,"pre","18","yaxis02hz","control"
"20115",55,1,3,1,1,"pre","18","yaxis02hz","control"
"20116",56,0,-1,0,1,"pre","18","yaxis02hz","control"
"20117",57,1,3,0,0,"pre","18","yaxis02hz","control"
"20118",58,1,4,1,1,"pre","18","yaxis02hz","control"
"20119",59,0,-6,0,1,"pre","18","yaxis02hz","control"
"20120",60,0,-7,1,0,"pre","18","yaxis02hz","control"
"20121",61,1,5,0,0,"pre","18","yaxis02hz","control"
"20122",62,0,-5,1,0,"pre","18","yaxis02hz","control"
"20123",63,0,-5,0,1,"pre","18","yaxis02hz","control"
"20124",64,0,-5,1,0,"pre","18","yaxis02hz","control"
"20125",65,0,-4,1,0,"pre","18","yaxis02hz","control"
"20126",66,0,-2,0,1,"pre","18","yaxis02hz","control"
"20127",67,0,-4,1,0,"pre","18","yaxis02hz","control"
"20128",68,1,1,0,0,"pre","18","yaxis02hz","control"
"20129",69,0,-5,1,0,"pre","18","yaxis02hz","control"
"20130",70,1,7,1,1,"pre","18","yaxis02hz","control"
"20131",71,0,-3,0,1,"pre","18","yaxis02hz","control"
"20132",72,0,-4,1,0,"pre","18","yaxis02hz","control"
